LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,HeadIMU_LocalAccX,HeadIMU_LocalAccY,HeadIMU_LocalAccZ,HeadIMU_LocalGyrX,HeadIMU_LocalGyrY,HeadIMU_LocalGyrZ,HeadIMU_QuatW,HeadIMU_QuatX,HeadIMU_QuatY,HeadIMU_QuatZ,Pelvis_IMU_QuatW,Pelvis_IMU_QuatX,Pelvis_IMU_QuatY,Pelvis_IMU_QuatZ,Pelvis_IMU_AccX,Pelvis_IMU_AccY,Pelvis_IMU_AccZ,Pelvis_IMU_GyrX,Pelvis_IMU_GyrY,Pelvis_IMU_GyrZ,L_Upperarm_IMU_QuatW,L_Upperarm_IMU_QuatX,L_Upperarm_IMU_QuatY,L_Upperarm_IMU_QuatZ,L_Upperarm_IMU_AccX,L_Upperarm_IMU_AccY,L_Upperarm_IMU_AccZ,L_Upperarm_IMU_GyrX,L_Upperarm_IMU_GyrY,L_Upperarm_IMU_GyrZ,L_Lowerarm_IMU_QuatW,L_Lowerarm_IMU_QuatX,L_Lowerarm_IMU_QuatY,L_Lowerarm_IMU_QuatZ,L_Lowerarm_IMU_AccX,L_Lowerarm_IMU_AccY,L_Lowerarm_IMU_AccZ,L_Lowerarm_IMU_GyrX,L_Lowerarm_IMU_GyrY,L_Lowerarm_IMU_GyrZ,Chest_IMU_QuatW,Chest_IMU_QuatX,Chest_IMU_QuatY,Chest_IMU_QuatZ,Chest_IMU_AccX,Chest_IMU_AccY,Chest_IMU_AccZ,Chest_IMU_GyrX,Chest_IMU_GyrY,Chest_IMU_GyrZ,R_Upperarm_IMU_QuatW,R_Upperarm_IMU_QuatX,R_Upperarm_IMU_QuatY,R_Upperarm_IMU_QuatZ,R_Upperarm_IMU_AccX,R_Upperarm_IMU_AccY,R_Upperarm_IMU_AccZ,R_Upperarm_IMU_GyrX,R_Upperarm_IMU_GyrY,R_Upperarm_IMU_GyrZ,R_Lowerarm_IMU_QuatW,R_Lowerarm_IMU_QuatX,R_Lowerarm_IMU_QuatY,R_Lowerarm_IMU_QuatZ,R_Lowerarm_IMU_AccX,R_Lowerarm_IMU_AccY,R_Lowerarm_IMU_AccZ,R_Lowerarm_IMU_GyrX,R_Lowerarm_IMU_GyrY,R_Lowerarm_IMU_GyrZ
525699,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,-0.0037,0.0165,-23.7085,-17.7759,0.0383,9.7683,-0.0383,0.5493,-0.5188,-1.77,0.0383,9.7683,-0.0383,0.5493,-0.5188,-1.77,-8.69,1.3054,4.0963,0.0178,0.0878,0.0381,0.4955,-0.3866,0.3774,0.6802,0.5612,0.4117,0.5861,-0.4145,-9.75,-0.27,-0.09,0,0,0,0.4159,0.6132,0.4634,0.4859,3.18,9.37,-1.51,0,0,0,0.2944,0.5457,0.5019,0.6029,4.42,8.99,-0.79,0,0.1,0,-0.5051,-0.491,-0.5141,0.4891,-9.75,-0.14,0.07,0,0,0,-0.4283,-0.5715,0.4448,0.5403,-2.61,9.43,-0.55,0,0,0,0.5183,0.644,0.1978,0.5266,4.67,8.53,0.86,0,0,0
525700,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,0.0128,0.0201,-23.7085,-17.7759,0.0287,9.7636,-0.0287,0.6714,-0.8545,-1.6785,0.0287,9.7636,-0.0287,0.6714,-0.8545,-1.6785,-8.69,1.3054,4.0963,0.0178,0.0878,0.0381,0.4955,-0.3866,0.3774,0.6802,0.5612,0.4117,0.5861,-0.4145,-9.76,-0.31,-0.11,0,0,0,0.4158,0.6133,0.4634,0.4859,3.12,9.36,-1.54,0,0,0,0.2944,0.5457,0.5019,0.6029,4.42,8.99,-0.79,0,0.1,0,-0.5051,-0.491,-0.5141,0.4891,-9.77,-0.13,0.06,0,0,0,-0.4283,-0.5715,0.4448,0.5403,-2.61,9.43,-0.55,0,0,0,0.5184,0.644,0.1978,0.5265,4.65,8.52,0.88,0,0,0
525701,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,0.0073,0.0128,-23.7085,-17.7759,0.0575,9.8138,-0.0527,0.7629,-0.9155,-1.77,0.0575,9.8138,-0.0527,0.7629,-0.9155,-1.77,-8.69,1.3054,4.0963,0.0178,0.0878,0.0381,0.4955,-0.3866,0.3774,0.6802,0.5612,0.4117,0.5861,-0.4146,-9.81,-0.32,-0.12,0,0,0,0.4158,0.6133,0.4634,0.4859,3.12,9.36,-1.54,0,0,0,0.2942,0.5456,0.5019,0.603,4.37,9.02,-0.76,0,0.1,0,-0.5051,-0.491,-0.5141,0.4891,-9.76,-0.14,0.07,0,0,0,-0.4284,-0.5715,0.4448,0.5403,-2.58,9.41,-0.56,0,0,0,0.5184,0.644,0.1978,0.5265,4.68,8.52,0.9,0,0,0
525702,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,0.0128,-0.011,-23.7085,-17.7759,0.0287,9.6965,-0.0263,0.885,-0.7324,-1.7395,0.0287,9.6965,-0.0263,0.885,-0.7324,-1.7395,-8.623,1.2579,4.0598,0.0166,0.0862,0.0406,0.4954,-0.3867,0.3775,0.6801,0.5612,0.4117,0.5861,-0.4146,-9.81,-0.32,-0.12,0,0,0,0.4158,0.6133,0.4634,0.4858,3.04,9.32,-1.63,0,0,0,0.2941,0.5456,0.502,0.603,4.27,9.02,-0.75,0,0,0,-0.5051,-0.491,-0.5141,0.4891,-9.76,-0.14,0.07,0,0,0,-0.4284,-0.5715,0.4448,0.5402,-2.58,9.41,-0.55,0,0,0,0.5184,0.644,0.1978,0.5264,4.66,8.49,0.86,0,0,0
525703,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,0.022,-0.0256,-23.7085,-17.7759,0.079,9.8689,-0.0455,0.6714,-0.8545,-1.6479,0.079,9.8689,-0.0455,0.6714,-0.8545,-1.6479,-8.623,1.2579,4.0598,0.0166,0.0862,0.0406,0.4954,-0.3867,0.3775,0.6801,0.5612,0.4117,0.5861,-0.4146,-9.84,-0.29,-0.13,0,0,0,0.4158,0.6134,0.4633,0.4858,2.95,9.3,-1.71,0,0,0,0.2941,0.5455,0.502,0.6031,4.25,9.01,-0.8,0,0,0,-0.5051,-0.491,-0.5142,0.4891,-9.76,-0.14,0.07,0,0,0,-0.4284,-0.5715,0.4447,0.5402,-2.56,9.4,-0.54,0,0,0,0.5184,0.644,0.1978,0.5264,4.66,8.49,0.86,0,0,0
525704,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,-0.0128,0.0092,-23.7085,-17.7759,0.0527,9.7971,-0.0503,0.7935,-0.824,-1.5259,0.0527,9.7971,-0.0503,0.7935,-0.824,-1.5259,-8.623,1.2579,4.0598,0.0166,0.0862,0.0406,0.4954,-0.3867,0.3775,0.6801,0.5611,0.4117,0.5861,-0.4146,-9.82,-0.34,-0.12,0,0,0,0.4158,0.6135,0.4633,0.4857,2.82,9.27,-1.79,0,-0.1,0,0.294,0.5455,0.502,0.6031,4.24,9.01,-0.82,0,0,0,-0.5051,-0.491,-0.5142,0.4892,-9.71,-0.11,0.07,0,0,0,-0.4285,-0.5715,0.4447,0.5402,-2.55,9.39,-0.54,0,0,0,0.5185,0.644,0.1979,0.5264,4.66,8.49,0.83,0,0,0
525705,0,0,1,-22.1704,-15.293,-10.3271,-3.4497,0.0092,0,-23.7085,-17.7759,0.0814,9.7779,0,0.7019,-0.946,-1.709,0.0814,9.7779,0,0.7019,-0.946,-1.709,-8.5854,1.1939,4.076,-0.0032,0.0625,0.0396,0.4952,-0.3868,0.3777,0.6801,0.5611,0.4117,0.5862,-0.4146,-9.83,-0.36,-0.15,0,0,0,0.4158,0.6137,0.4632,0.4856,2.7,9.27,-1.84,0,-0.1,0,0.294,0.5455,0.502,0.6031,4.24,9.01,-0.82,0,0,0,-0.5051,-0.491,-0.5142,0.4892,-9.7,-0.13,0.08,0,0,0,-0.4285,-0.5715,0.4447,0.5402,-2.55,9.39,-0.54,0,0,0,0.5185,0.644,0.1979,0.5263,4.68,8.5,0.83,0,0,0
525706,0,0,1,-22.1484,-15.293,-10.3052,-3.4497,0.0128,0.0201,-23.7085,-17.7759,0.1053,9.7971,-0.0096,0.9766,-0.824,-1.6479,0.1053,9.7971,-0.0096,0.9766,-0.824,-1.6479,-8.5854,1.1939,4.076,-0.0032,0.0625,0.0396,0.4952,-0.3868,0.3777,0.6801,0.5611,0.4117,0.5862,-0.4146,-9.86,-0.35,-0.17,0,0,0,0.4158,0.6137,0.4632,0.4856,2.7,9.27,-1.84,0,-0.1,0,0.2939,0.5455,0.5021,0.6031,4.23,9,-0.78,0,0,0,-0.5051,-0.491,-0.5142,0.4892,-9.71,-0.1,0.08,0,0,0,-0.4285,-0.5715,0.4447,0.5402,-2.55,9.39,-0.54,0,0,0,0.5186,0.644,0.1979,0.5263,4.67,8.49,0.8,0,0,0
525707,0,0,1,-22.1484,-15.293,-10.3052,-3.4497,-0.0092,0.011,-23.7085,-17.7759,0.1149,9.8019,-0.0024,1.0986,-0.885,-1.2817,0.1149,9.8019,-0.0024,1.0986,-0.885,-1.2817,-8.5704,1.1809,4.1231,-0.0157,0.038,0.0403,0.4951,-0.3868,0.3777,0.6801,0.5611,0.4117,0.5862,-0.4146,-9.86,-0.35,-0.17,0,0,0,0.4159,0.6138,0.4631,0.4855,2.6,9.3,-1.87,0,-0.1,0,0.2939,0.5455,0.5021,0.6032,4.23,9,-0.77,0,0,0,-0.5051,-0.4909,-0.5142,0.4892,-9.67,-0.11,0.07,0,0,0,-0.4286,-0.5716,0.4446,0.5401,-2.48,9.39,-0.51,0,0,0,0.5186,0.644,0.1979,0.5263,4.67,8.49,0.8,0,0,0
525708,0,0,1,-22.1704,-15.3149,-10.3052,-3.4497,-0.0037,-0.0201,-23.7085,-17.7759,0.1652,9.8904,-0.0335,1.0071,-0.7935,-1.4343,0.1652,9.8904,-0.0335,1.0071,-0.7935,-1.4343,-8.5704,1.1809,4.1231,-0.0157,0.038,0.0403,0.4951,-0.3868,0.3777,0.6801,0.561,0.4117,0.5862,-0.4146,-9.84,-0.34,-0.16,0,0,0,0.4159,0.6139,0.463,0.4854,2.52,9.32,-1.85,0,-0.1,0,0.2939,0.5455,0.5021,0.6032,4.19,8.98,-0.78,0,0,0,-0.5051,-0.4909,-0.5142,0.4892,-9.67,-0.11,0.07,0,0,0,-0.4287,-0.5716,0.4446,0.5401,-2.44,9.4,-0.52,0,0,0,0.5186,0.644,0.198,0.5262,4.65,8.52,0.82,0,0,0
525709,0,0,1,-22.1704,-15.3149,-10.3052,-3.4497,-0.0018,0.011,-23.7085,-17.7759,0.1173,9.8474,-0.0096,0.8545,-1.0986,-1.3123,0.1173,9.8474,-0.0096,0.8545,-1.0986,-1.3123,-8.5704,1.1809,4.1231,-0.0157,0.038,0.0403,0.4951,-0.3868,0.3777,0.6801,0.561,0.4117,0.5862,-0.4146,-9.82,-0.37,-0.17,0,0,0,0.416,0.614,0.4629,0.4853,2.42,9.36,-1.8,0,-0.1,0,0.2939,0.5455,0.5021,0.6031,4.13,9.02,-0.79,0,0,0,-0.5051,-0.4909,-0.5142,0.4892,-9.69,-0.09,0.08,0,0,0,-0.4287,-0.5716,0.4446,0.54,-2.42,9.4,-0.51,0,0,0,0.5187,0.644,0.198,0.5261,4.64,8.51,0.8,0,0,0
525710,0,0,1,-22.1704,-15.3149,-10.3052,-3.4497,-0.0201,-0.022,-23.7085,-17.7759,0.0862,9.8282,-0.0192,1.0376,-0.9155,-1.2207,0.0862,9.8282,-0.0192,1.0376,-0.9155,-1.2207,-8.6359,1.1888,4.0754,-0.0248,0.0137,0.0397,0.495,-0.3869,0.3777,0.6802,0.561,0.4117,0.5863,-0.4146,-9.84,-0.37,-0.18,0,0,0,0.4161,0.6141,0.4627,0.4852,2.39,9.38,-1.74,0,-0.1,0,0.2939,0.5455,0.5021,0.6031,4.13,9.02,-0.79,0,0,0,-0.5051,-0.4909,-0.5142,0.4892,-9.7,-0.08,0.07,0,0,0,-0.4288,-0.5716,0.4445,0.54,-2.4,9.41,-0.53,0,0,0,0.5187,0.644,0.198,0.5261,4.67,8.5,0.79,0,0,0
525711,0,0,1,-22.1704,-15.3149,-10.3052,-3.4497,-0.0073,-0.022,-23.7085,-17.7759,0.1389,9.8809,0.0024,1.1292,-0.7629,-1.0681,0.1389,9.8809,0.0024,1.1292,-0.7629,-1.0681,-8.6359,1.1888,4.0754,-0.0248,0.0137,0.0397,0.495,-0.3869,0.3777,0.6802,0.561,0.4117,0.5863,-0.4146,-9.84,-0.35,-0.19,0,0,0,0.4162,0.6143,0.4626,0.4851,2.36,9.38,-1.73,0,-0.1,0,0.2939,0.5455,0.5021,0.6031,4.07,9.02,-0.76,0,0,0,-0.5051,-0.4909,-0.5142,0.4892,-9.71,-0.08,0.05,0,0,0,-0.4288,-0.5716,0.4445,0.54,-2.4,9.41,-0.53,0,0,0,0.5188,0.6441,0.1981,0.526,4.67,8.49,0.76,0,0,0
525712,0,0,1,-22.1704,-15.3149,-10.3052,-3.4497,-0.011,0.022,-23.7085,-17.7759,0.0742,9.7875,0.0048,1.0376,-1.0376,-0.824,0.0742,9.7875,0.0048,1.0376,-1.0376,-0.824,-8.6794,1.2113,4.0472,-0.0292,-0.0048,0.0391,0.4949,-0.3869,0.3777,0.6802,0.561,0.4117,0.5863,-0.4146,-9.84,-0.35,-0.19,0,0,0,0.4162,0.6143,0.4626,0.4851,2.36,9.38,-1.73,0,-0.1,0,0.294,0.5456,0.502,0.6031,3.94,9.03,-0.71,0,0,0,-0.5051,-0.4908,-0.5142,0.4892,-9.68,-0.06,0.05,0,0,0,-0.4288,-0.5716,0.4445,0.54,-2.37,9.42,-0.55,0,0,0,0.5188,0.6441,0.1981,0.526,4.67,8.49,0.76,0,0,0
525713,0,0,1,-22.1704,-15.293,-10.3052,-3.4277,-0.0037,-0.0165,-23.7085,-17.7759,0.1077,9.8952,0.0048,0.8545,-1.1292,-0.9155,0.1077,9.8952,0.0048,0.8545,-1.1292,-0.9155,-8.6794,1.2113,4.0472,-0.0292,-0.0048,0.0391,0.4949,-0.3869,0.3777,0.6802,0.561,0.4117,0.5863,-0.4146,-9.82,-0.36,-0.2,0,0,0,0.4163,0.6144,0.4625,0.485,2.34,9.4,-1.7,0,-0.1,0,0.294,0.5456,0.502,0.6031,3.83,9.06,-0.72,0,0,0,-0.5051,-0.4908,-0.5142,0.4892,-9.68,-0.06,0.05,0,0,0,-0.4289,-0.5716,0.4445,0.54,-2.33,9.43,-0.56,0,0,0,0.5188,0.6441,0.1981,0.5259,4.67,8.5,0.78,0,0,0
525714,0,0,1,-22.1484,-15.293,-10.2832,-3.4277,-0.0073,-0.0146,-23.7085,-17.7759,0.1149,9.8833,0.0048,1.0681,-0.8545,-0.7935,0.1149,9.8833,0.0048,1.0681,-0.8545,-0.7935,-8.6794,1.2113,4.0472,-0.0292,-0.0048,0.0391,0.4949,-0.3869,0.3777,0.6802,0.5609,0.4117,0.5863,-0.4145,-9.85,-0.37,-0.19,0,0,0,0.4163,0.6145,0.4623,0.4848,2.31,9.43,-1.68,0,-0.1,0,0.2941,0.5457,0.5019,0.603,3.7,9.11,-0.73,0,0,0,-0.5051,-0.4908,-0.5142,0.4892,-9.69,-0.03,0.05,0,0,0,-0.4289,-0.5716,0.4445,0.54,-2.33,9.43,-0.56,0,0,0,0.5188,0.6441,0.1982,0.5258,4.7,8.49,0.78,0,0,0
525715,0,0,1,-22.1484,-15.293,-10.2832,-3.4277,0.0128,0.0165,-23.7085,-17.7759,0.1101,9.8234,-0.0503,1.0071,-1.1902,-0.6104,0.1101,9.8234,-0.0503,1.0071,-1.1902,-0.6104,-8.7299,1.2159,4.0698,-0.0353,-0.0172,0.036,0.4948,-0.3869,0.3777,0.6803,0.5609,0.4117,0.5864,-0.4145,-9.82,-0.38,-0.23,0,0,0,0.4164,0.6147,0.4622,0.4847,2.28,9.42,-1.66,0,-0.2,0,0.2941,0.5457,0.5019,0.603,3.7,9.11,-0.73,0,0,0,-0.5052,-0.4907,-0.5142,0.4892,-9.73,-0.03,0.04,0,0,0,-0.429,-0.5717,0.4444,0.5399,-2.3,9.47,-0.56,0,0,0,0.5189,0.6441,0.1983,0.5257,4.68,8.5,0.77,0,0,0
525716,0,0,1,-22.1704,-15.3149,-10.2832,-3.4277,0.0073,-0.0146,-23.7085,-17.7759,0.0982,9.7971,0.0311,0.824,-1.0071,-0.7324,0.0982,9.7971,0.0311,0.824,-1.0071,-0.7324,-8.7299,1.2159,4.0698,-0.0353,-0.0172,0.036,0.4948,-0.3869,0.3777,0.6803,0.5609,0.4117,0.5864,-0.4145,-9.81,-0.37,-0.23,0,0,0,0.4164,0.6147,0.4622,0.4847,2.28,9.42,-1.66,0,-0.2,0,0.2942,0.5458,0.5019,0.6029,3.55,9.16,-0.76,0,-0.1,0,-0.5052,-0.4907,-0.5142,0.4893,-9.75,-0.06,0.02,0,0,0,-0.429,-0.5717,0.4444,0.5399,-2.3,9.47,-0.56,0,0,0,0.5189,0.6442,0.1983,0.5256,4.68,8.5,0.79,0,0,0
525717,0,0,1,-22.1704,-15.3149,-10.2832,-3.4277,0.0037,0.0183,-23.7085,-17.7759,0.1006,9.8952,0.0192,1.1597,-1.1292,-0.4578,0.1006,9.8952,0.0192,1.1597,-1.1292,-0.4578,-8.7198,1.2578,4.0896,-0.0376,-0.0257,0.0361,0.4947,-0.3868,0.3776,0.6804,0.5609,0.4117,0.5864,-0.4145,-9.81,-0.37,-0.23,0,0,0,0.4165,0.6148,0.4621,0.4845,2.23,9.43,-1.68,0,-0.2,0,0.2943,0.5459,0.5018,0.6029,3.44,9.24,-0.79,0,-0.1,0,-0.5052,-0.4907,-0.5142,0.4893,-9.75,-0.06,0.02,0,0,0,-0.429,-0.5717,0.4443,0.5399,-2.27,9.45,-0.55,0,0,0,0.519,0.6442,0.1984,0.5255,4.67,8.53,0.82,0,0,0
525718,0,0,1,-22.1704,-15.3149,-10.2832,-3.4277,0.0128,-0.0146,-23.7085,-17.7759,0.0694,9.7588,0,1.0071,-1.3123,-0.5493,0.0694,9.7588,0,1.0071,-1.3123,-0.5493,-8.7198,1.2578,4.0896,-0.0376,-0.0257,0.0361,0.4947,-0.3868,0.3776,0.6804,0.5609,0.4117,0.5864,-0.4145,-9.77,-0.32,-0.24,0,0,0,0.4167,0.615,0.4619,0.4844,2.18,9.39,-1.71,0,-0.2,0,0.2944,0.546,0.5017,0.6028,3.29,9.26,-0.84,0,-0.1,0,-0.5052,-0.4906,-0.5142,0.4893,-9.77,-0.03,0,0,0,0,-0.429,-0.5717,0.4443,0.5399,-2.26,9.46,-0.54,0,0,0,0.519,0.6442,0.1984,0.5255,4.67,8.53,0.82,0,0,0
525719,0,0,1,-22.1704,-15.3149,-10.2832,-3.4277,0.0073,0,-23.7085,-17.7759,0.0886,9.8569,-0.0239,0.7935,-1.2512,-0.4883,0.0886,9.8569,-0.0239,0.7935,-1.2512,-0.4883,-8.7198,1.2578,4.0896,-0.0376,-0.0257,0.0361,0.4947,-0.3868,0.3776,0.6804,0.5609,0.4117,0.5865,-0.4145,-9.79,-0.32,-0.25,0,0,0,0.4168,0.6151,0.4618,0.4842,2.13,9.4,-1.73,0,-0.2,0,0.2944,0.5461,0.5017,0.6027,3.22,9.29,-0.89,0,-0.1,0,-0.5052,-0.4906,-0.5142,0.4893,-9.79,-0.03,0.01,0,0,0,-0.4291,-0.5717,0.4443,0.5399,-2.25,9.5,-0.54,0,0,0,0.519,0.6442,0.1984,0.5254,4.66,8.51,0.8,0,0,0
525720,0,0,1,-22.1704,-15.3149,-10.2832,-3.4277,-0.0055,-0.0128,-23.7085,-17.7759,0.0239,9.7492,-0.0072,1.0071,-1.0376,-0.4272,0.0239,9.7492,-0.0072,1.0071,-1.0376,-0.4272,-8.8143,1.2904,4.033,-0.0406,-0.0331,0.0413,0.4947,-0.3868,0.3775,0.6805,0.5608,0.4117,0.5865,-0.4145,-9.75,-0.34,-0.25,0,0,0,0.4169,0.6153,0.4616,0.4841,2.06,9.4,-1.76,0,-0.2,0,0.2944,0.5461,0.5017,0.6027,3.22,9.29,-0.89,0,-0.1,0,-0.5053,-0.4906,-0.5142,0.4893,-9.79,-0.04,0,0,0,0,-0.4291,-0.5717,0.4442,0.5399,-2.23,9.48,-0.52,0,0,0,0.519,0.6442,0.1985,0.5253,4.66,8.49,0.81,0,0,0
525721,0,0,1,-22.1484,-15.293,-10.2612,-3.4058,0.0128,-0.0073,-23.7085,-17.7759,0.0527,9.8138,0,1.0071,-1.0376,-0.4578,0.0527,9.8138,0,1.0071,-1.0376,-0.4578,-8.8143,1.2904,4.033,-0.0406,-0.0331,0.0413,0.4947,-0.3868,0.3775,0.6805,0.5608,0.4117,0.5865,-0.4145,-9.76,-0.32,-0.25,0,0,0,0.4169,0.6153,0.4616,0.4841,2.06,9.4,-1.76,0,-0.2,0,0.2945,0.5462,0.5016,0.6026,3.12,9.3,-0.93,0,-0.1,0,-0.5053,-0.4905,-0.5142,0.4893,-9.81,-0.06,0,0,0,0,-0.4291,-0.5717,0.4442,0.5399,-2.23,9.48,-0.52,0,0,0,0.5191,0.6443,0.1986,0.5252,4.7,8.49,0.82,0,0,0
525722,0,0,1,-22.1484,-15.293,-10.2612,-3.4058,0.0055,0.0128,-23.7085,-17.7759,0.0215,9.7588,0.0072,1.1292,-1.2512,-0.5188,0.0215,9.7588,0.0072,1.1292,-1.2512,-0.5188,-8.8943,1.3238,3.9475,-0.0535,-0.0316,0.0476,0.4946,-0.3868,0.3775,0.6807,0.5608,0.4117,0.5865,-0.4145,-9.76,-0.32,-0.25,0,0,0,0.417,0.6154,0.4615,0.4839,2.02,9.42,-1.75,0,-0.2,0,0.2946,0.5463,0.5016,0.6025,3.08,9.31,-0.93,0,-0.1,0,-0.5053,-0.4905,-0.5142,0.4893,-9.81,-0.06,0,0,0,0,-0.4292,-0.5717,0.4442,0.5399,-2.2,9.49,-0.52,0,0,0,0.5191,0.6443,0.1986,0.5251,4.72,8.5,0.81,0,0,0
525723,0,0,1,-22.1484,-15.293,-10.2612,-3.4058,-0.0073,0.0128,-23.7085,-17.7759,0.0455,9.7636,-0.0215,0.946,-0.946,-0.2441,0.0455,9.7636,-0.0215,0.946,-0.946,-0.2441,-8.8943,1.3238,3.9475,-0.0535,-0.0316,0.0476,0.4946,-0.3868,0.3775,0.6807,0.5608,0.4117,0.5866,-0.4145,-9.75,-0.3,-0.25,0,0,0,0.4171,0.6155,0.4614,0.4838,1.98,9.41,-1.74,0,-0.1,0,0.2947,0.5464,0.5016,0.6024,3.07,9.25,-0.97,0,-0.1,0,-0.5053,-0.4905,-0.5142,0.4894,-9.79,-0.07,-0.02,0,0,0,-0.4292,-0.5717,0.4441,0.5399,-2.2,9.47,-0.53,0,0,0,0.5191,0.6443,0.1986,0.5251,4.72,8.5,0.81,0,0,0
525724,0,0,1,-22.1704,-15.3149,-10.2612,-3.4058,-0.0146,0.0073,-23.7085,-17.7759,0,9.7636,-0.0096,0.946,-1.2817,-0.4883,0,9.7636,-0.0096,0.946,-1.2817,-0.4883,-8.8943,1.3238,3.9475,-0.0535,-0.0316,0.0476,0.4946,-0.3868,0.3775,0.6807,0.5608,0.4117,0.5866,-0.4145,-9.74,-0.31,-0.24,0,0,0,0.4172,0.6156,0.4612,0.4837,1.95,9.42,-1.7,0,-0.1,0,0.2947,0.5465,0.5015,0.6023,3.09,9.2,-1,0,-0.1,0,-0.5053,-0.4904,-0.5142,0.4894,-9.8,-0.06,-0.04,0,0,0,-0.4292,-0.5718,0.4441,0.5398,-2.16,9.49,-0.51,0,0,0,0.5191,0.6443,0.1987,0.525,4.7,8.5,0.81,0,0,0
525725,0,0,1,-22.1704,-15.3149,-10.2612,-3.4058,0.0092,-0.0275,-23.7085,-17.7759,-0.0287,9.7157,-0.0024,1.1597,-1.0681,-0.2441,-0.0287,9.7157,-0.0024,1.1597,-1.0681,-0.2441,-8.8725,1.3395,3.9882,-0.0606,-0.017,0.053,0.4944,-0.3868,0.3774,0.6808,0.5608,0.4116,0.5866,-0.4144,-9.71,-0.27,-0.23,0,0,0,0.4173,0.6157,0.4611,0.4836,1.91,9.42,-1.65,0,-0.1,0,0.2947,0.5465,0.5015,0.6023,3.09,9.2,-1,0,-0.1,0,-0.5053,-0.4904,-0.5142,0.4894,-9.78,-0.09,-0.04,0,0,0,-0.4292,-0.5718,0.4441,0.5398,-2.16,9.49,-0.51,0,0,0,0.5192,0.6444,0.1988,0.5249,4.71,8.51,0.84,0,0,0
525726,0,0,1,-22.1704,-15.3149,-10.2612,-3.4058,-0.0128,-0.0256,-23.7085,-17.7759,0.0383,9.7252,0,0.7324,-1.2207,-0.3662,0.0383,9.7252,0,0.7324,-1.2207,-0.3662,-8.8725,1.3395,3.9882,-0.0606,-0.017,0.053,0.4944,-0.3868,0.3774,0.6808,0.5607,0.4116,0.5867,-0.4144,-9.72,-0.27,-0.22,0,0,0,0.4173,0.6157,0.4611,0.4836,1.91,9.42,-1.65,0,-0.1,0,0.2947,0.5466,0.5015,0.6022,3.13,9.17,-1.03,0,-0.1,0,-0.5053,-0.4904,-0.5142,0.4895,-9.79,-0.1,-0.07,0,0,0,-0.4293,-0.5718,0.444,0.5398,-2.14,9.47,-0.49,0,0,0,0.5192,0.6444,0.1989,0.5248,4.7,8.56,0.84,0,0,0
525727,0,0,1,-22.1704,-15.3149,-10.2612,-3.4058,0.0128,-0.0018,-23.7085,-17.7759,0.0503,9.7061,-0.0455,0.9766,-1.1292,-0.1221,0.0503,9.7061,-0.0455,0.9766,-1.1292,-0.1221,-8.799,1.3777,4.0538,-0.0503,-0.0124,0.0537,0.4943,-0.3868,0.3773,0.681,0.5607,0.4116,0.5867,-0.4144,-9.72,-0.27,-0.22,0,0,0,0.4174,0.6158,0.461,0.4835,1.86,9.42,-1.63,0,-0.1,0,0.2948,0.5467,0.5015,0.6021,3.16,9.11,-1.02,0,-0.1,0,-0.5053,-0.4904,-0.5142,0.4895,-9.79,-0.1,-0.07,0,0,0,-0.4293,-0.5718,0.444,0.5398,-2.13,9.5,-0.47,0,0,0,0.5192,0.6444,0.199,0.5247,4.72,8.57,0.85,0,0,0
525728,0,0,1,-22.1704,-15.3149,-10.2612,-3.4058,-0.0018,0.0092,-23.7085,-17.7759,0,9.7061,-0.012,1.1902,-1.1292,-0.2747,0,9.7061,-0.012,1.1902,-1.1292,-0.2747,-8.799,1.3777,4.0538,-0.0503,-0.0124,0.0537,0.4943,-0.3868,0.3773,0.681,0.5607,0.4116,0.5867,-0.4144,-9.7,-0.31,-0.19,0,0,0,0.4174,0.6159,0.4609,0.4835,1.84,9.42,-1.63,0,-0.1,0,0.2948,0.5468,0.5015,0.602,3.23,9.11,-1.07,0,0,0,-0.5053,-0.4904,-0.5142,0.4895,-9.79,-0.1,-0.07,0,0,0,-0.4293,-0.5718,0.4439,0.5398,-2.09,9.49,-0.45,0,0,0,0.5192,0.6444,0.199,0.5247,4.72,8.57,0.85,0,0,0
